Change,Close,Date,Momentum
0.0,20.24,2010-01-04,0
0.002964377470355793,20.299999,2010-01-05,1
0.0004925123395326033,20.290001,2010-01-06,0
0.013307096436318588,20.02,2010-01-07,0
0.010489510489510532,20.23,2010-01-08,1
0.0024716262975779404,20.280001000000002,2010-01-11,1
0.01725843110165539,19.93,2010-01-12,0
0.009533416959357869,20.120001000000002,2010-01-13,1
0.006461182581452057,20.25,2010-01-14,1
0.0044444444444444375,20.16,2010-01-15,0
0.0014881448412699487,20.129998999999998,2010-01-19,0
0.00993537058794679,19.93,2010-01-20,0
0.048168640240843046,18.969998999999998,2010-01-21,0
0.03321028113918182,18.34,2010-01-22,0
0.0005452562704471954,18.35,2010-01-25,1
0.013623978201634876,18.1,2010-01-26,0
0.013812154696132596,18.35,2010-01-27,1
0.005994550408719508,18.24,2010-01-28,0
0.013706140350877194,17.99,2010-01-29,0
0.02390216787103965,18.42,2010-02-01,1
0.00868621064060785,18.58,2010-02-02,1
0.025834176533907398,19.059998999999998,2010-02-03,1
0.03672602501185846,18.360001,2010-02-04,0
0.023965031374453587,18.799999,2010-02-05,1
0.03989361914327762,18.049999,2010-02-08,0
0.008310360571211147,18.200001,2010-02-09,1
0.006044010656922516,18.09,2010-02-10,0
0.003316749585406231,18.15,2010-02-11,1
0.0077135537190083535,18.290001,2010-02-12,1
0.014215308134756226,18.549999,2010-02-16,1
0.0010782210823839183,18.57,2010-02-17,1
0.002154065697361345,18.610001,2010-02-18,1
0.0010745834994849016,18.629998999999998,2010-02-19,1
0.005367579461490891,18.530001000000002,2010-02-22,0
0.004856988404911573,18.440001000000002,2010-02-23,0
0.008676734887378752,18.6,2010-02-24,1
0.0037634408602150687,18.67,2010-02-25,1
0.0021425281199787746,18.629998999999998,2010-02-26,0
0.009125067585886704,18.799999,2010-03-01,1
0.023936224677458776,19.25,2010-03-02,1
0.009870181818181938,19.440001000000002,2010-03-03,1
0.015946449796993202,19.75,2010-03-04,1
0.01417726582278492,20.030001000000002,2010-03-05,1
0.001996954468449508,20.07,2010-03-08,1
0.003986048829098071,20.15,2010-03-09,1
0.0034738957816376806,20.219998999999998,2010-03-10,1
0.0009891691883862409,20.24,2010-03-11,1
0.002964377470355793,20.299999,2010-03-12,1
0.0009851232012374738,20.280001000000002,2010-03-15,0
0.0014793391775474844,20.25,2010-03-16,0
0.012839506172839583,20.51,2010-03-17,1
0.01072647489029736,20.73,2010-03-18,1
0.014471828268210406,21.030001000000002,2010-03-19,1
0.010936851595965328,20.799999,2010-03-22,0
0.0067308657082148235,20.940001000000002,2010-03-23,1
0.002387726724559188,20.99,2010-03-24,1
0.0009528823249166557,20.969998999999998,2010-03-25,0
0.0038149739539807253,21.049999,2010-03-26,1
0.005225700960840922,21.16,2010-03-29,1
0.004725945179584237,21.059998999999998,2010-03-30,0
0.0028490979510494914,21.120001000000002,2010-03-31,1
0.0014204071297154084,21.15,2010-04-01,1
0.021749456264775504,21.610001,2010-04-05,1
0.0037019896482189817,21.690001000000002,2010-04-06,1
0.01244817831036525,21.42,2010-04-07,0
0.013538702147525589,21.709999,2010-04-08,1
0.009212391027747183,21.91,2010-04-09,1
0.005933409402099499,22.040001,2010-04-12,1
0.0022686478099525377,21.99,2010-04-13,0
0.014552023647112292,22.309998999999998,2010-04-14,1
0.0058269388537398855,22.18,2010-04-15,0
0.03516681695220925,21.4,2010-04-16,0
0.008411214953271016,21.58,2010-04-19,1
0.006024050046339274,21.709999,2010-04-20,1
0.005988070289639351,21.84,2010-04-21,1
0.019230769230769308,22.26,2010-04-22,1
0.018867924528301803,22.68,2010-04-23,1
0.012345634920634925,22.959999,2010-04-26,1
0.05182922699604648,21.77,2010-04-27,0
0.026642122186495053,21.190001000000002,2010-04-28,0
0.030674797986087753,21.84,2010-04-29,1
0.03846153846153846,21.0,2010-04-30,0
0.005238142857142879,21.110001,2010-05-03,1
0.03363339490130777,20.4,2010-05-04,0
0.022549068627451076,20.860001,2010-05-05,1
0.03403647967226856,20.15,2010-05-06,0
0.05111657568238197,19.120001000000002,2010-05-07,0
0.02615062624735218,19.620001000000002,2010-05-10,1
0.0005096839699448314,19.610001,2010-05-11,0
0.02192758684713987,20.040001,2010-05-12,1
0.010479091293458613,19.83,2010-05-13,0
0.009581492687846634,19.639999,2010-05-14,0
0.0005092159118744883,19.65,2010-05-17,1
0.030534402035623357,19.049999,2010-05-18,0
0.0036746458621862575,19.120001000000002,2010-05-19,1
0.054393354895745226,18.08,2010-05-20,0
0.038163716814159365,18.77,2010-05-21,1
0.021843313798614764,18.360001,2010-05-24,0
0.003268082610670924,18.299999,2010-05-25,0
0.0010927869449608996,18.280001000000002,2010-05-26,0
0.03555793022111965,18.93,2010-05-27,1
0.017960908610670887,18.59,2010-05-28,0
0.010758526089295338,18.389999,2010-06-01,0
0.01848836424624063,18.73,2010-06-02,1
0.0021356113187399437,18.77,2010-06-03,1
0.018114011720831106,18.43,2010-06-04,0
0.011394519804666407,18.219998999999998,2010-06-07,0
0.0016465972363665974,18.25,2010-06-08,1
0.002739671232876695,18.299999,2010-06-09,1
0.03715852662068456,18.98,2010-06-10,1
0.008956796628029408,19.15,2010-06-11,1
0.002610966057441105,19.1,2010-06-14,0
0.03089010471204193,19.690001000000002,2010-06-15,1
0.007618079856877718,19.540001,2010-06-16,0
0.010747235888063766,19.33,2010-06-17,0
0.008277289187790823,19.17,2010-06-18,0
0.008868022952530082,19.0,2010-06-21,0
0.017368421052631488,18.67,2010-06-22,0
0.004820567755758082,18.58,2010-06-23,0
0.012917115177610251,18.34,2010-06-24,0
0.029989040348963995,18.889999,2010-06-25,1
0.001588036081949982,18.860001,2010-06-28,0
0.04294814194336473,18.049999,2010-06-29,0
0.014958338778855197,17.780001000000002,2010-06-30,0
0.004499437317242099,17.700001,2010-07-01,0
0.02259898177406886,17.299999,2010-07-02,0
0.0034683238999031604,17.360001,2010-07-06,1
0.02476958382663686,17.790001,2010-07-07,1
0.009555817338065336,17.959999,2010-07-08,1
0.013363141055854207,18.200001,2010-07-09,1
0.002747307541356824,18.15,2010-07-12,0
0.007162589531680639,18.280001000000002,2010-07-13,1
0.008752734750944496,18.120001000000002,2010-07-14,0
0.0011036423231984103,18.139999,2010-07-15,1
0.029217090916046858,17.610001,2010-07-16,0
0.0056784778149643125,17.709999,2010-07-19,1
0.02484477836503541,18.15,2010-07-20,1
0.020385619834710548,17.780001000000002,2010-07-21,0
0.03487058296565879,18.4,2010-07-22,1
0.012499945652173881,18.629998999999998,2010-07-23,1
0.019860494893209714,19.0,2010-07-26,1
0.025789473684210446,19.49,2010-07-27,1
0.0076962544894817134,19.34,2010-07-28,0
0.006204705274043432,19.459999,2010-07-29,1
0.0005138746410006501,19.469998999999998,2010-07-30,1
0.03235752605842474,20.1,2010-08-02,1
0.0029850248756219523,20.040001,2010-08-03,0
0.005987973753095121,20.16,2010-08-04,1
0.007440426587301466,20.309998999999998,2010-08-05,1
0.004923683157246728,20.209999,2010-08-06,0
0.013359773050953669,20.48,2010-08-09,1
0.006347656249999951,20.35,2010-08-10,0
0.028992628992628982,19.76,2010-08-11,0
0.010121406882591005,19.959999,2010-08-12,1
0.0010019038578106903,19.940001000000002,2010-08-13,0
0.010531544105739827,20.15,2010-08-16,1
0.000992605459057102,20.129998999999998,2010-08-17,0
0.0009935917036061753,20.15,2010-08-18,1
0.022332456575682298,19.700001,2010-08-19,0
0.009644720322602966,19.51,2010-08-20,0
0.004613018964633514,19.42,2010-08-23,0
0.029351184346035026,18.85,2010-08-24,0
0.009549071618037119,18.67,2010-08-25,0
0.01874665238350302,18.32,2010-08-26,0
0.01200878820960698,18.540001,2010-08-27,1
0.024271897288462945,18.09,2010-08-30,0
0.00995024875621889,17.91,2010-08-31,0
0.03238414293690666,18.49,2010-09-01,1
0.014061654948620961,18.75,2010-09-02,1
0.02346672000000012,19.190001000000002,2010-09-03,1
0.02761860200007296,18.66,2010-09-07,0
0.0005359056806002982,18.65,2010-09-08,0
