Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,23.405994,23.841960999999998,23.306085999999997,23.819256,19.53586,27957400
2010-01-05,23.678473999999998,23.950954,23.660308999999998,23.919165,19.617798,28830500
2010-01-06,23.855585,23.946413,23.637601999999998,23.69664,19.435295,25866000
2010-01-07,23.701181,23.882832999999998,23.614895,23.705723000000003,19.442743,22507300
2010-01-08,23.660308999999998,23.90554,23.628519,23.882832999999998,19.588010999999998,22548200
2010-01-11,23.878292000000002,23.941872,23.587648,23.810173000000002,19.528412,22335700
2010-01-12,23.628519,23.869208999999998,23.519527,23.601271,19.357077,27153700
2010-01-13,23.705723000000003,23.80109,23.45595,23.714806,19.450191,25957800
2010-01-14,23.719347,24.04178,23.673932999999998,23.846501999999997,19.55821,35483600
2010-01-15,23.882832999999998,24.000908,23.642143,23.828339,19.543312,29408300
2010-01-19,23.660308999999998,23.97366,23.660308999999998,23.955496,19.647606,25052500
2010-01-20,23.732969,23.810173000000002,23.383287,23.710264000000002,19.446468,30609300
2010-01-21,23.80109,23.828339,23.110807,23.292461,19.103801999999998,40706300
2010-01-22,23.165304000000003,23.251589000000003,22.366032,22.384195000000002,18.35887,44600100
2010-01-25,22.502270000000003,22.897366,22.438692,22.733879,18.645664,29677200
2010-01-26,22.752043,22.933697,22.515894,22.588556,18.526476000000002,34636100
2010-01-27,22.60218,22.60218,22.029972,22.456858,18.418459,39655800
2010-01-28,22.434151,22.447775,21.57584,21.702997,17.800165,58488800
2010-01-29,21.966394,22.002726000000003,21.253407,21.376022,17.531994,51719400
2010-02-01,21.512262,21.752953,21.435059,21.721163,17.815067000000003,34662100
2010-02-02,21.934604999999998,22.170753,21.789282,22.066303,18.098141000000002,38453700
2010-02-03,22.011808,22.202543,21.916439,22.129883,18.15029,25012900
2010-02-04,21.884651,22.125341,21.33515,21.357857,17.517092,47682300
2010-02-05,21.30336,21.566757,21.099001,21.489555,17.625107,43448300
2010-02-08,21.412352,21.857403,21.36694,21.612171,17.725676,38791300
2010-02-09,21.843779,22.179835999999998,21.734787,21.852860999999997,17.923082,38803600
2010-02-10,22.039054999999998,22.125341,21.684832,21.807447,17.885835999999998,30548300
2010-02-11,21.798365,22.184378,21.716621,22.079926999999998,18.109316,28307500
2010-02-12,21.948229,22.075385999999998,21.625795,22.007267000000002,18.049719,34720900
2010-02-16,22.22525,22.524977,22.157129,22.452316,18.41474,32341400
2010-02-17,22.60218,22.820164000000002,22.570391,22.761126,18.668018,51705800
2010-02-18,22.8792,23.142597,22.647593,23.074478,18.925016,51696100
2010-02-19,22.897366,23.160763,22.797457,23.065395000000002,18.917566,36685900
2010-02-22,23.029064,23.110807,22.824704999999998,22.960945000000002,18.831902,27387800
2010-02-23,22.874659,23.042688000000002,22.697548,22.761126,18.668018,26555000
2010-02-24,22.724795999999998,23.160763,22.715714000000002,23.065395000000002,18.917566,33065200
2010-02-25,22.797457,23.142597,22.674841,23.124432000000002,18.965984,28263100
2010-02-26,23.124432000000002,23.156221,22.983652,23.065395000000002,18.917566,24262000
2010-03-01,23.015439999999998,23.460491,23.015439999999998,23.405994,19.196915,31158900
2010-03-02,23.415077,23.49682,23.128973000000002,23.21526,19.040482,33058800
2010-03-03,23.210718,23.31971,23.160763,23.206177,19.03303,25219500
2010-03-04,23.219801,23.419619,23.178928,23.39237,19.185743,17791200
2010-03-05,23.487738,23.728428,23.460491,23.628519,19.379421,34019100
2010-03-08,23.45595,23.605812,23.42416,23.492279,19.267682999999998,28370100
2010-03-09,23.42416,23.719347,23.374205,23.5604,19.323551000000002,22527700
2010-03-10,23.551317,23.655767,23.437784,23.514985999999997,19.286306,25738000
2010-03-11,23.49682,23.628519,23.333334,23.623978,19.375698,21071500
2010-03-12,23.646685,23.810173000000002,23.533151999999998,23.778382999999998,19.502335000000002,25892400
2010-03-15,23.687557,23.810173000000002,23.574023999999998,23.805632,19.554564000000003,22631000
2010-03-16,23.751135,23.823797,23.655767,23.773842000000002,19.528448,24895800
2010-03-17,23.80109,23.955496,23.69664,23.719347,19.483683,31279600
2010-03-18,23.714806,23.991825,23.66485,23.946413,19.670208,31112900
2010-03-19,23.837421,24.046322,23.710264000000002,23.837421,19.580675,46066500
2010-03-22,23.673932999999998,24.087193,23.673932999999998,24.046322,19.752272,34552000
2010-03-23,24.07357,24.141689000000003,23.93733,24.137148,19.826878,21254800
