Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,131.179993,132.970001,130.850006,132.449997,108.093323,6155300
2010-01-05,131.679993,131.850006,130.100006,130.850006,106.787575,6841400
2010-01-06,130.679993,131.490005,129.809998,130.0,106.09388,5605300
2010-01-07,129.869995,130.25,128.91000400000001,129.550003,105.726646,5840600
2010-01-08,129.070007,130.919998,129.050003,130.850006,106.787575,4197200
2010-01-11,131.059998,131.059998,128.669998,129.479996,105.66950200000001,5730400
2010-01-12,129.029999,131.330002,129.0,130.509995,106.51008600000002,8081500
2010-01-13,130.389999,131.119995,129.16000400000001,130.229996,106.28157,6455400
2010-01-14,130.550003,132.71000700000002,129.91000400000001,132.309998,107.97906499999999,7111800
2010-01-15,132.029999,132.889999,131.08999599999999,131.779999,107.54653200000001,8494400
2010-01-19,131.630005,134.25,131.559998,134.139999,109.47254199999999,13916200
2010-01-20,130.46000700000002,131.149994,128.949997,130.25,106.29789699999999,15197500
2010-01-21,130.470001,130.690002,128.059998,129.0,105.27775600000001,9608600
2010-01-22,128.669998,128.889999,125.370003,125.5,102.421387,10088600
2010-01-25,126.33000200000001,126.889999,125.709999,126.120003,102.927376,5738500
2010-01-26,125.91999799999999,127.75,125.410004,125.75,102.625435,7135300
2010-01-27,125.82,126.959999,125.040001,126.33000200000001,103.09877,8719200
2010-01-28,127.029999,127.040001,123.050003,123.75,100.99320999999999,9622200
2010-01-29,124.32,125.0,121.900002,122.389999,99.88329300000001,11571200
2010-02-01,123.230003,124.949997,122.779999,124.66999799999999,101.744011,7242900
2010-02-02,124.790001,125.809998,123.949997,125.529999,102.44586899999999,5899900
2010-02-03,125.160004,126.07,125.07,125.660004,102.551979,4177100
2010-02-04,125.190002,125.440002,122.900002,123.0,100.381111,9126900
2010-02-05,123.040001,123.720001,121.83000200000001,123.519997,100.805511,8617000
2010-02-08,123.150002,123.220001,121.739998,121.879997,99.91197199999999,5718500
2010-02-09,122.650002,124.199997,122.459999,123.209999,101.002251,6044500
2010-02-10,122.940002,123.650002,122.209999,122.809998,100.674339,5219100
2010-02-11,122.58000200000001,124.199997,122.059998,123.730003,101.428505,5089000
2010-02-12,123.010002,124.050003,121.610001,124.0,101.64986400000001,8017700
2010-02-16,124.910004,125.230003,124.110001,125.230003,102.658165,6777300
2010-02-17,125.5,126.529999,125.209999,126.33000200000001,103.55989100000001,5827400
2010-02-18,126.129997,128.0,126.0,127.809998,104.77310899999999,5525900
2010-02-19,127.349998,128.059998,126.870003,127.190002,104.264877,6303100
2010-02-22,127.300003,127.43,126.309998,126.849998,103.986168,3808100
2010-02-23,126.480003,127.660004,126.0,126.459999,103.66643499999999,4591900
2010-02-24,127.019997,128.270004,126.809998,127.589996,104.592781,4782000
2010-02-25,126.050003,127.239998,125.57,127.07,104.166519,5658700
2010-02-26,127.010002,128.0,126.739998,127.160004,104.24029499999999,4784200
2010-03-01,127.5,128.830002,127.470001,128.570007,105.396126,4577700
2010-03-02,128.699997,129.08999599999999,127.129997,127.41999799999999,104.4534,6013300
