Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,136.25,136.610001,133.139999,133.899994,133.899994,7599900
2010-01-05,133.429993,135.479996,131.809998,134.690002,134.690002,8851900
2010-01-06,134.600006,134.729996,131.649994,132.25,132.25,7178800
2010-01-07,132.009995,132.320007,128.800003,130.0,130.0,11030200
2010-01-08,130.559998,133.679993,129.029999,133.520004,133.520004,9830500
2010-01-11,132.619995,132.800003,129.21000700000002,130.309998,130.309998,8779400
2010-01-12,128.990005,129.820007,126.550003,127.349998,127.349998,9096300
2010-01-13,127.900002,129.71000700000002,125.75,129.110001,129.110001,10723200
2010-01-14,129.139999,130.380005,126.400002,127.349998,127.349998,9774900
2010-01-15,129.179993,129.649994,127.059998,127.139999,127.139999,15376500
2010-01-19,126.309998,128.0,124.33000200000001,127.610001,127.610001,8892600
2010-01-20,127.129997,129.199997,125.08000200000001,125.779999,125.779999,9074700
2010-01-21,127.260002,128.149994,125.0,126.620003,126.620003,9970600
2010-01-22,125.599998,127.66999799999999,120.760002,121.43,121.43,11568900
2010-01-25,122.099998,122.279999,118.120003,120.309998,120.309998,12023900
2010-01-26,120.559998,122.980003,119.059998,119.480003,119.480003,9559000
2010-01-27,121.029999,123.33000200000001,118.800003,122.75,122.75,14765300
2010-01-28,124.43,127.199997,122.800003,126.029999,126.029999,27293100
2010-01-29,129.770004,131.850006,124.139999,125.410004,125.410004,29471300
2010-02-01,123.18,124.860001,113.82,118.870003,118.870003,37774400
2010-02-02,118.790001,118.980003,114.400002,118.120003,118.120003,23079700
2010-02-03,117.120003,119.610001,116.559998,119.099998,119.099998,12405900
2010-02-04,118.639999,120.33000200000001,115.739998,115.940002,115.940002,12784000
2010-02-05,115.879997,117.650002,114.099998,117.389999,117.389999,11024800
2010-02-08,119.379997,121.0,116.559998,116.83000200000001,116.83000200000001,9890200
2010-02-09,118.199997,119.089996,117.0,118.029999,118.029999,9223000
2010-02-10,118.0,118.610001,116.0,117.360001,117.360001,6233200
2010-02-11,117.209999,120.41999799999999,116.5,120.089996,120.089996,8343500
2010-02-12,118.989998,119.940002,117.5,119.660004,119.660004,8073500
2010-02-16,120.059998,120.5,117.18,117.529999,117.529999,8932700
2010-02-17,117.07,117.129997,115.550003,116.309998,116.309998,8944800
2010-02-18,115.839996,118.510002,114.82,118.08000200000001,118.08000200000001,9800100
2010-02-19,117.910004,119.089996,117.0,117.519997,117.519997,7115600
2010-02-22,117.370003,118.970001,116.18,118.010002,118.010002,6807300
2010-02-23,118.010002,119.25,116.510002,117.239998,117.239998,7068200
2010-02-24,117.959999,119.800003,117.150002,119.720001,119.720001,7389900
2010-02-25,118.16999799999999,118.339996,115.849998,118.199997,118.199997,9533400
2010-02-26,117.879997,119.43,117.0,118.400002,118.400002,5721600
2010-03-01,118.699997,124.660004,117.529999,124.540001,124.540001,13296500
2010-03-02,125.010002,127.349998,124.800003,125.529999,125.529999,12097500
2010-03-03,125.400002,126.940002,124.43,125.889999,125.889999,6440400
2010-03-04,125.980003,128.850006,125.57,128.529999,128.529999,7509700
2010-03-05,129.130005,129.449997,127.07,128.91000400000001,128.91000400000001,6769300
2010-03-08,128.300003,130.850006,127.709999,130.110001,130.110001,5605900
2010-03-09,129.58999599999999,130.809998,127.970001,128.820007,128.820007,6070800
2010-03-10,129.110001,131.169998,128.479996,130.509995,130.509995,5625700
2010-03-11,130.449997,133.619995,130.360001,133.580002,133.580002,7240800
2010-03-12,134.199997,134.199997,131.179993,131.820007,131.820007,6150800
2010-03-15,131.699997,132.0,128.630005,131.130005,131.130005,6329200
2010-03-16,131.240005,132.28999299999998,130.5,131.78999299999998,131.78999299999998,4132500
2010-03-17,132.41000400000001,132.690002,131.220001,131.33999599999999,131.33999599999999,4358800
2010-03-18,131.020004,132.850006,130.440002,132.759995,132.759995,5021300
2010-03-19,133.71000700000002,133.71000700000002,129.66000400000001,130.350006,130.350006,8905000
2010-03-22,130.199997,130.96000700000002,128.639999,130.470001,130.470001,5383400
2010-03-23,130.889999,130.940002,128.070007,129.259995,129.259995,4213100
