Change,Close,Date,Momentum
0.0,23.819256,2010-01-04,0
0.004194463504653557,23.919165,2010-01-05,1
0.009303209372066332,23.69664,2010-01-06,0
0.0003833032868798067,23.705723000000006,2010-01-07,1
0.007471191661186431,23.882833,2010-01-08,1
0.0030423526388181255,23.810173,2010-01-11,0
0.008773644777801421,23.601271,2010-01-12,0
0.004810546008306028,23.714806,2010-01-13,1
0.005553323944543404,23.846502,2010-01-14,1
0.0007616630732675703,23.828339,2010-01-15,0
0.00533637699211852,23.955496,2010-01-19,1
0.010236982778398804,23.710264,2010-01-20,0
0.01762118717868343,23.292461,2010-01-21,0
0.03899399037310833,22.384195,2010-01-22,0
0.015621915373771693,22.733879,2010-01-25,1
0.006392353896138938,22.588556,2010-01-26,0
0.005830297430256281,22.456858,2010-01-27,0
0.033569299854859506,21.702997,2010-01-28,0
0.015065891590917186,21.376022,2010-01-29,0
0.016146175373509708,21.721163,2010-02-01,1
0.01588957276366835,22.066303,2010-02-02,1
0.002881316367313464,22.129883,2010-02-03,1
0.03488613111962681,21.357857,2010-02-04,0
0.006166255350431464,21.489555,2010-02-05,1
0.005705841744978001,21.612171,2010-02-08,1
0.011136780289217623,21.852861,2010-02-09,1
0.002078171823817529,21.807447,2010-02-10,0
0.012494814271473484,22.079927,2010-02-11,1
0.0032907717493813548,22.007267,2010-02-12,0
0.020222820034854892,22.452316,2010-02-16,1
0.013754037668096296,22.761126,2010-02-17,1
0.013766981475345212,23.074478,2010-02-18,1
0.0003936383739645333,23.065395,2010-02-19,0
0.004528428843295332,22.960945,2010-02-22,0
0.008702559933835388,22.761126,2010-02-23,0
0.013367923889178325,23.065395,2010-02-24,1
0.0025595486225143773,23.124432,2010-02-25,1
0.0025530140588966685,23.065395,2010-02-26,0
0.014766666688344206,23.405994,2010-03-01,1
0.00814893825914845,23.21526,2010-03-02,0
0.0003912512717927947,23.206177,2010-03-03,0
0.008023424108158763,23.39237,2010-03-04,1
0.010095129309257721,23.628519,2010-03-05,1
0.005765913640207446,23.492279,2010-03-08,0
0.0028997186692700794,23.5604,2010-03-09,1
0.0019275564082104272,23.514986,2010-03-10,0
0.00463500169636506,23.623978,2010-03-11,1
0.006535944115762408,23.778383,2010-03-12,1
0.001145956812958965,23.805632,2010-03-15,1
0.0013353982788611063,23.773842,2010-03-16,0
0.002292225211221615,23.719347,2010-03-17,0
0.009573029139461583,23.946413,2010-03-18,1
0.00455149587539481,23.837421,2010-03-19,0
0.008763573878231245,24.046322,2010-03-22,1
0.0037771264977654317,24.137148,2010-03-23,1
0.0016933649327584713,24.096275,2010-03-24,0
0.008292568042156,24.296095,2010-03-25,1
0.0014953431816923895,24.259764,2010-03-26,0
0.008423783512485948,24.055405,2010-03-29,0
0.005474777913737062,24.187103,2010-03-30,1
0.0020653568970207237,24.137148,2010-03-31,0
0.0016933235028430136,24.17802,2010-04-01,1
0.011833185678562622,24.464123,2010-04-05,1
0.00018565962900042287,24.459581,2010-04-06,0
0.010582928628254077,24.200727,2010-04-07,0
0.006380138910702953,24.355131,2010-04-08,1
0.004475114504619197,24.464123,2010-04-09,1
0.00018561875281610071,24.468664,2010-04-12,1
0.0018559247860855377,24.423252,2010-04-13,0
0.013759756481241635,24.75931,2010-04-14,1
0.005319170849268319,24.627611,2010-04-15,0
0.008851163029982902,24.409628,2010-04-16,0
0.0020465285255474044,24.359673,2010-04-19,0
0.0014913993303604497,24.323343,2010-04-20,0
0.002613867674357085,24.386921,2010-04-21,1
0.00726262245242038,24.209808,2010-04-22,0
0.011067374016349156,24.477747,2010-04-23,1
0.006679046073970817,24.641235,2010-04-26,1
0.018614042680896514,24.182562,2010-04-27,0
0.0005633811669747845,24.196186,2010-04-28,1
0.007507546850565695,24.014532,2010-04-29,0
0.017208788411949838,23.601271,2010-04-30,0
0.014239021279828479,23.93733,2010-05-03,1
