30.015715,0.6,0.005945025,0.422222222,0.4,0.006990737,-1
130.309998,0.6,0.005945025,0.422222222,0.4,0.018429449,-1
298.612823,0.6,0.005945025,0.422222222,0.2,0.013546924,-1
23.810173,0.6,0.005945025,0.422222222,0.6,0.004878904,-1
129.479996,0.6,0.005945025,0.422222222,0.2,0.00850847,-1
24.690001,0.6,0.005945025,0.422222222,0.4,0.00633856,1
20.950001,0.6,0.005945025,0.422222222,0.4,0.006074876,1
13.68,0.6,0.005945025,0.422222222,0.8,0.017910872,-1
30.27,0.6,0.005945025,0.422222222,0.4,0.007295268,-1
29.674286,0.4,0.008803835,0.355555556,0.2,0.008919968,-1
127.349998,0.4,0.008803835,0.355555556,0.2,0.021792465,-1
293.332153,0.4,0.008803835,0.355555556,0.2,0.016202984,-1
23.601271,0.4,0.008803835,0.355555556,0.4,0.00579474,-1
130.509995,0.4,0.008803835,0.355555556,0.4,0.007683455,1
24.559999,0.4,0.008803835,0.355555556,0.4,0.007150185,-1
20.610001,0.4,0.008803835,0.355555556,0.4,0.009224933,-1
14.15,0.4,0.008803835,0.355555556,0.8,0.018320678,1
30.07,0.4,0.008803835,0.355555556,0.2,0.008552101,-1
30.092857,0.6,0.010612016,0.466666667,0.4,0.008559809,1
129.110001,0.6,0.010612016,0.466666667,0.4,0.020933368,1
291.648102,0.6,0.010612016,0.466666667,0.2,0.012309456,-1
23.714806,0.6,0.010612016,0.466666667,0.6,0.004896208,1
130.229996,0.6,0.010612016,0.466666667,0.4,0.006813333,-1
24.799999,0.6,0.010612016,0.466666667,0.6,0.006203688,1
20.959999,0.6,0.010612016,0.466666667,0.6,0.011950484,1
14.15,0.6,0.010612016,0.466666667,0.6,0.011465239,-1
30.35,0.6,0.010612016,0.466666667,0.4,0.009187038,1
29.918571,0.8,0.009242833,0.577777778,0.4,0.009348411,-1
127.349998,0.8,0.009242833,0.577777778,0.4,0.020257084,-1
293.019196,0.8,0.009242833,0.577777778,0.4,0.008593796,1
23.846502,0.8,0.009242833,0.577777778,0.6,0.005930212,1
132.309998,0.8,0.009242833,0.577777778,0.6,0.009315381,1
25.34,0.8,0.009242833,0.577777778,0.8,0.009904406,1
21.48,0.8,0.009242833,0.577777778,0.8,0.014989259,1
15.08,0.8,0.009242833,0.577777778,0.6,0.024177838,1
30.959999,0.8,0.009242833,0.577777778,0.6,0.011126859,1
29.418571,0.6,0.00803382,0.4,0.2,0.011361149,-1
127.139999,0.6,0.00803382,0.4,0.2,0.015171491,-1
288.126007,0.6,0.00803382,0.4,0.2,0.009267416,-1
23.828339,0.6,0.00803382,0.4,0.4,0.004588306,-1
131.779999,0.6,0.00803382,0.4,0.4,0.008109577,-1
25.24,0.6,0.00803382,0.4,0.6,0.00823263,-1
20.799999,0.6,0.00803382,0.4,0.6,0.019087729,-1
15.2,0.6,0.00803382,0.4,0.6,0.025338006,1
30.860001,0.6,0.00803382,0.4,0.4,0.010393538,-1
30.719999,0.4,0.007837124,0.533333333,0.4,0.018444494,1
127.610001,0.4,0.007837124,0.533333333,0.4,0.01110256,1
291.911407,0.4,0.007837124,0.533333333,0.4,0.011592703,1
23.955496,0.4,0.007837124,0.533333333,0.6,0.005047111,1
134.139999,0.4,0.007837124,0.533333333,0.6,0.009597288,1
25.33,0.4,0.007837124,0.533333333,0.6,0.008864738,1
