Change,Close,Date,Momentum
0.0,24.85,2010-01-04,0
0.0012072434607646332,24.82,2010-01-05,0
0.014504472199838858,24.459999,2010-01-06,0
0.003270646086289631,24.379999,2010-01-07,0
0.012305209692584407,24.68,2010-01-08,1
0.000405226904375974,24.690001,2010-01-11,1
0.0052653703821234155,24.559999,2010-01-12,0
0.009771987368566196,24.799999,2010-01-13,1
0.021774234748961088,25.34,2010-01-14,1
0.003946329913180798,25.24,2010-01-15,0
0.0035657686212361276,25.33,2010-01-19,1
0.010659336754836046,25.059999,2010-01-20,0
0.009177933327132333,24.83,2010-01-21,0
0.02738622633910591,24.15,2010-01-22,0
0.004968902691511386,24.030001,2010-01-25,0
0.0062422802229595035,23.879999,2010-01-26,0
0.0008374372209982533,23.860001,2010-01-27,0
0.016345430999772342,23.469999,2010-01-28,0
0.017469110245807856,23.059999,2010-01-29,0
0.006938421809992278,23.219999,2010-02-01,1
0.023255858021354787,23.76,2010-02-02,1
0.0004208754208754866,23.75,2010-02-03,0
0.026947326315789454,23.110001,2010-02-04,0
0.019039289526642564,23.549999,2010-02-05,1
0.018258939204201293,23.120001,2010-02-08,0
0.0168684681285266,23.51,2010-02-09,1
0.017013994045087244,23.110001,2010-02-10,0
0.010385070948287755,23.35,2010-02-11,1
0.0025695931477515512,23.41,2010-02-12,1
0.017086672362238407,23.809999,2010-02-16,1
0.015539731858031511,24.18,2010-02-17,1
0.0140612076095947,24.52,2010-02-18,1
0.008156606851549727,24.32,2010-02-19,0
0.020147985197368462,24.809999,2010-02-22,1
0.013301048500646888,24.48,2010-02-23,0
0.011846405228758135,24.77,2010-02-24,1
0.0040371820750907915,24.870001,2010-02-25,1
0.00884603904921435,24.65,2010-02-26,0
0.003651115618661252,24.74,2010-03-01,1
0.006467259498787395,24.58,2010-03-02,0
0.0032546786004881327,24.5,2010-03-03,0
0.010612244897959247,24.76,2010-03-04,1
0.00767370759289171,24.950001,2010-03-05,1
0.010020039678555524,24.700001,2010-03-08,0
0.007287368126017534,24.879999,2010-03-09,1
0.00040184889074967644,24.870001,2010-03-10,0
0.01085637270380492,25.139999,2010-03-11,1
0.0035799524097037496,25.049999,2010-03-12,0
