Date,Open,High,Low,Close,Adj Close,Volume
2014-09-19,92.699997,99.699997,89.949997,93.889999,93.889999,271879400
2014-09-22,92.699997,92.949997,89.5,89.889999,89.889999,66657800
2014-09-23,88.940002,90.480003,86.620003,87.16999799999999,87.16999799999999,39009800
2014-09-24,88.470001,90.57,87.220001,90.57,90.57,32088000
2014-09-25,91.089996,91.5,88.5,88.91999799999999,88.91999799999999,28598000
2014-09-26,89.730003,90.459999,88.660004,90.459999,90.459999,18340000
2014-09-29,89.620003,89.699997,88.019997,88.75,88.75,25302000
2014-09-30,89.0,90.879997,88.459999,88.849998,88.849998,24419400
2014-10-01,88.699997,88.940002,86.040001,86.099998,86.099998,24029600
2014-10-02,86.269997,88.199997,85.611,87.059998,87.059998,21469700
2014-10-03,88.099998,89.940002,87.650002,88.099998,88.099998,18485700
2014-10-06,89.150002,89.650002,88.059998,88.309998,88.309998,9268400
2014-10-07,87.949997,89.699997,87.059998,87.66999799999999,87.66999799999999,12791700
2014-10-08,88.0,88.5,87.059998,88.300003,88.300003,10252600
2014-10-09,88.510002,90.349998,88.0,88.790001,88.790001,21507000
2014-10-10,88.25,88.739998,85.239998,85.879997,85.879997,15431400
2014-10-13,86.849998,86.889999,84.91999799999999,85.120003,85.120003,14845000
2014-10-14,85.809998,85.879997,83.220001,84.949997,84.949997,15559200
2014-10-15,84.040001,86.489998,82.809998,85.599998,85.599998,16824300
2014-10-16,84.980003,89.175003,84.014999,88.849998,88.849998,15232000
2014-10-17,90.400002,90.900002,87.66999799999999,87.910004,87.910004,17360700
2014-10-20,88.0,89.5,87.860001,88.260002,88.260002,9891400
2014-10-21,89.099998,92.5,88.5,90.900002,90.900002,23243800
2014-10-22,92.25,93.5,91.010002,91.629997,91.629997,20364500
2014-10-23,92.91999799999999,94.699997,92.82,94.449997,94.449997,20641000
2014-10-24,95.07,98.0,94.779999,95.760002,95.760002,32132600
2014-10-27,97.0,98.849998,96.300003,97.790001,97.790001,28302400
2014-10-28,99.839996,100.66999799999999,98.610001,99.68,99.68,32127600
2014-10-29,99.879997,100.0,96.82,98.309998,98.309998,28655400
2014-10-30,98.480003,99.440002,97.300003,98.730003,98.730003,15484600
2014-10-31,100.099998,100.220001,98.136002,98.599998,98.599998,18128300
2014-11-03,99.66999799999999,102.800003,99.050003,101.800003,101.800003,40883700
2014-11-04,100.425003,106.359001,99.510002,106.07,106.07,67814000
2014-11-05,108.480003,110.139999,106.480003,108.66999799999999,108.66999799999999,48344000
2014-11-06,109.300003,111.699997,107.209999,111.57,111.57,33609000
2014-11-07,112.93,114.769997,111.75,114.559998,114.559998,51457000
2014-11-10,117.269997,119.449997,115.199997,119.150002,119.150002,75971000
2014-11-11,117.25,117.550003,113.690002,114.540001,114.540001,70983600
2014-11-12,115.050003,119.07,114.019997,118.199997,118.199997,53908000
2014-11-13,119.300003,120.0,114.550003,114.839996,114.839996,62163000
2014-11-14,115.059998,115.389999,113.349998,115.099998,115.099998,29849000
2014-11-17,115.440002,115.629997,113.129997,114.25,114.25,22573000
2014-11-18,114.33000200000001,114.379997,110.410004,110.809998,110.809998,41098000
2014-11-19,109.83000200000001,110.68,107.220001,108.82,108.82,46841000
2014-11-20,107.809998,112.440002,107.260002,109.82,109.82,36489000
2014-11-21,113.209999,113.5,110.434998,110.730003,110.730003,27432000
2014-11-24,112.0,113.93,111.550003,113.91999799999999,113.91999799999999,20646000
2014-11-25,114.940002,115.16999799999999,112.33000200000001,113.470001,113.470001,23485000
2014-11-26,113.33000200000001,113.739998,112.33000200000001,112.66999799999999,112.66999799999999,11794700
2014-11-28,113.139999,113.230003,111.110001,111.639999,111.639999,8077800
2014-12-01,110.019997,110.050003,103.896004,105.989998,105.989998,38464200
2014-12-02,107.349998,110.0,106.610001,109.889999,109.889999,18785000
2014-12-03,110.400002,111.68,108.797997,110.639999,110.639999,16221100
